target,trial,is_best_for_target,val_mae,val_wmae,best_iteration,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,gamma,reg_alpha,reg_lambda,use_sample_weights,weight_alpha,weight_p,weight_clip_max
target_bow_precision__full,89,0,0.04124750482098135,,129,1200,6,0.1,0.6,0.6,3,0.3,0.1,2.0,0,5.0,2.0,50.0
target_bow_precision__full,90,0,0.036301700852542994,,91,1600,5,0.1,0.6,1.0,1,0.0,0.0,1.0,0,5.0,2.0,50.0
target_bow_precision__full,91,0,0.0370897947079568,,334,600,5,0.02,0.8,0.6,3,0.1,0.5,1.0,0,5.0,2.0,50.0
target_bow_precision__full,92,0,0.04137589816958138,,129,1600,5,0.02,1.0,0.6,3,0.3,0.1,2.0,0,5.0,2.0,50.0
target_bow_precision__full,93,0,0.03707123257688718,,316,600,6,0.01,1.0,0.6,3,0.1,0.1,0.5,0,5.0,2.0,50.0
target_bow_precision__full,94,0,0.037861867086079505,,168,600,3,0.02,1.0,0.8,1,0.1,0.5,1.0,0,5.0,2.0,50.0
target_bow_precision__full,95,0,0.034545092319488595,,186,600,4,0.03,1.0,1.0,5,0.0,0.5,2.0,0,5.0,2.0,50.0
target_bow_precision__full,96,0,0.03362131690006073,,193,1600,7,0.05,0.6,0.6,3,0.0,0.1,2.0,0,5.0,2.0,50.0
target_bow_precision__full,97,0,0.04065909762589363,,307,1200,5,0.02,0.8,1.0,1,0.3,0.0,1.0,0,5.0,2.0,50.0
target_bow_precision__full,98,0,0.035102244903074266,,84,600,6,0.1,0.8,0.8,1,0.0,0.0,2.0,0,5.0,2.0,50.0
target_bow_precision__full,99,0,0.037464930695816745,,370,1600,7,0.02,0.6,0.8,3,0.1,0.5,1.0,0,5.0,2.0,50.0
target_bow_precision__full,100,0,0.03644799815089304,,460,1200,7,0.02,0.8,1.0,10,0.1,0.0,0.5,0,5.0,2.0,50.0
target_bow_precision__full,59,1,0.03305515858940936,,340,400,5,0.02,0.6,0.8,1,0.0,0.0,0.5,0,5.0,2.0,50.0
target_bow_recall__full,1,0,0.025703918397045323,,213,600,4,0.03,1.0,1.0,1,0.0,0.1,0.5,0,5.0,2.0,50.0
target_bow_recall__full,2,0,0.029225144144871817,,324,600,7,0.03,0.6,1.0,1,0.1,0.1,1.0,0,5.0,2.0,50.0
target_bow_recall__full,3,0,0.026744478414492092,,221,1600,3,0.05,1.0,0.6,10,0.0,0.1,2.0,0,5.0,2.0,50.0
target_bow_recall__full,4,0,0.029524051826636106,,617,1200,5,0.02,0.6,1.0,10,0.1,0.1,2.0,0,5.0,2.0,50.0
target_bow_recall__full,5,0,0.033094948528738115,,86,1000,6,0.02,1.0,1.0,1,0.3,0.1,1.0,0,5.0,2.0,50.0
target_bow_recall__full,6,0,0.026507547441875154,,292,600,4,0.03,0.6,1.0,10,0.0,0.5,1.0,0,5.0,2.0,50.0
target_bow_recall__full,7,0,0.025486443595756466,,258,1200,6,0.03,0.8,0.8,3,0.0,0.1,1.0,0,5.0,2.0,50.0
target_bow_recall__full,8,0,0.029765808794249518,,29,600,4,0.1,1.0,0.6,5,0.1,0.0,2.0,0,5.0,2.0,50.0
target_bow_recall__full,9,0,0.03429397633983589,,579,600,6,0.01,0.6,0.6,10,0.3,0.5,1.0,0,5.0,2.0,50.0
target_bow_recall__full,10,0,0.0265141753091101,,180,1200,4,0.05,0.8,0.8,10,0.0,0.5,0.5,0,5.0,2.0,50.0
target_bow_recall__full,11,0,0.026441707031782998,,40,1600,5,0.1,0.8,1.0,10,0.0,0.0,2.0,0,5.0,2.0,50.0
target_bow_recall__full,12,0,0.0329276629690356,,92,1600,4,0.02,1.0,1.0,1,0.3,0.0,2.0,0,5.0,2.0,50.0
target_bow_recall__full,13,0,0.03279101310365351,,58,800,4,0.03,1.0,0.6,3,0.3,0.0,0.5,0,5.0,2.0,50.0
target_bow_recall__full,14,0,0.03286046934273369,,126,1000,5,0.05,0.6,0.8,5,0.3,0.0,1.0,0,5.0,2.0,50.0
target_bow_recall__full,15,0,0.026282863420090615,,78,1000,5,0.05,0.8,1.0,5,0.0,0.0,2.0,0,5.0,2.0,50.0
target_bow_recall__full,16,0,0.029108387161699164,,388,400,3,0.02,0.8,0.8,10,0.1,0.0,2.0,0,5.0,2.0,50.0
target_bow_recall__full,17,0,0.029834480306367133,,25,600,7,0.1,1.0,1.0,3,0.1,0.5,1.0,0,5.0,2.0,50.0
target_bow_recall__full,18,0,0.03378484521141137,,169,800,7,0.05,0.6,0.8,10,0.3,0.5,2.0,0,5.0,2.0,50.0
target_bow_recall__full,19,0,0.025931061587291603,,419,600,3,0.03,0.8,0.8,3,0.0,0.5,0.5,0,5.0,2.0,50.0
target_bow_recall__full,20,0,0.028980811456300663,,138,1000,7,0.05,0.6,1.0,5,0.1,0.0,1.0,0,5.0,2.0,50.0
target_bow_recall__full,21,0,0.03332644156956669,,19,400,5,0.1,1.0,0.8,10,0.3,0.1,2.0,0,5.0,2.0,50.0
target_bow_recall__full,22,0,0.029151254440984643,,215,800,3,0.02,0.8,0.6,3,0.1,0.0,0.5,0,5.0,2.0,50.0
target_bow_recall__full,23,0,0.02941261946164006,,122,1200,3,0.02,1.0,1.0,10,0.1,0.0,0.5,0,5.0,2.0,50.0
target_bow_recall__full,24,0,0.026006328082443297,,179,800,7,0.05,1.0,0.6,10,0.0,0.0,2.0,0,5.0,2.0,50.0
target_bow_recall__full,25,0,0.025513713645868696,,295,1600,5,0.05,0.6,0.6,3,0.0,0.5,1.0,0,5.0,2.0,50.0
target_bow_recall__full,26,0,0.03346815225115639,,399,400,6,0.01,0.6,0.6,10,0.3,0.0,1.0,0,5.0,2.0,50.0
target_bow_recall__full,27,0,0.027967583009309616,,98,400,4,0.1,0.6,1.0,3,0.0,0.0,0.5,0,5.0,2.0,50.0
target_bow_recall__full,28,0,0.028720974637079535,,130,1600,6,0.05,0.6,0.8,3,0.1,0.0,0.5,0,5.0,2.0,50.0
target_bow_recall__full,29,0,0.03324479225731558,,177,1000,5,0.03,0.6,1.0,3,0.3,0.0,1.0,0,5.0,2.0,50.0
target_bow_recall__full,30,0,0.02950817998228171,,404,1000,5,0.02,0.6,0.6,5,0.1,0.0,0.5,0,5.0,2.0,50.0
target_bow_recall__full,31,0,0.026298046744065894,,598,600,4,0.01,0.6,0.6,1,0.0,0.5,0.5,0,5.0,2.0,50.0
target_bow_recall__full,32,0,0.033022305224047185,,86,1200,5,0.02,1.0,0.6,10,0.3,0.1,0.5,0,5.0,2.0,50.0
target_bow_recall__full,33,0,0.02914508057141174,,202,800,4,0.05,0.8,1.0,10,0.1,0.1,1.0,0,5.0,2.0,50.0
target_bow_recall__full,34,0,0.029674580445295494,,26,400,7,0.1,1.0,0.8,10,0.1,0.0,2.0,0,5.0,2.0,50.0
target_bow_recall__full,35,0,0.033407962136001904,,730,1600,5,0.01,0.8,0.6,1,0.3,0.5,0.5,0,5.0,2.0,50.0
target_bow_recall__full,36,0,0.02569977965385982,,62,1200,6,0.1,1.0,0.8,5,0.0,0.0,2.0,0,5.0,2.0,50.0
target_bow_recall__full,37,0,0.029396147765298156,,126,1600,3,0.02,1.0,1.0,5,0.1,0.1,0.5,0,5.0,2.0,50.0
target_bow_recall__full,38,0,0.029649710215841646,,118,600,6,0.05,0.6,0.8,5,0.1,0.1,1.0,0,5.0,2.0,50.0
target_bow_recall__full,39,0,0.02670635513205137,,399,400,3,0.02,1.0,0.6,3,0.0,0.5,1.0,0,5.0,2.0,50.0
target_bow_recall__full,40,0,0.026763925930366358,,205,800,3,0.05,0.6,0.8,1,0.0,0.0,0.5,0,5.0,2.0,50.0
target_bow_recall__full,41,0,0.026753545997642292,,103,800,4,0.1,1.0,0.8,5,0.0,0.5,0.5,0,5.0,2.0,50.0
target_bow_recall__full,42,0,0.0332352750205188,,59,400,7,0.03,1.0,1.0,3,0.3,0.1,2.0,0,5.0,2.0,50.0
target_bow_recall__full,43,0,0.026629288698771368,,223,400,4,0.05,1.0,0.6,10,0.0,0.5,1.0,0,5.0,2.0,50.0
target_bow_recall__full,44,0,0.029236385685856767,,397,400,4,0.02,0.8,0.6,1,0.1,0.1,0.5,0,5.0,2.0,50.0
target_bow_recall__full,45,0,0.025750560553040213,,394,1000,6,0.01,1.0,1.0,5,0.0,0.0,1.0,0,5.0,2.0,50.0
target_bow_recall__full,46,0,0.03282725901457926,,210,400,3,0.01,1.0,0.6,1,0.3,0.0,2.0,0,5.0,2.0,50.0
target_bow_recall__full,47,0,0.026062831764141422,,162,1000,5,0.05,0.8,0.8,1,0.0,0.5,0.5,0,5.0,2.0,50.0
target_bow_recall__full,48,0,0.026222559402448994,,192,1000,7,0.05,1.0,0.6,3,0.0,0.5,0.5,0,5.0,2.0,50.0
target_bow_recall__full,49,0,0.028937237426035867,,597,600,7,0.01,0.8,1.0,10,0.1,0.0,1.0,0,5.0,2.0,50.0
target_bow_recall__full,50,0,0.029495366562190924,,386,800,5,0.03,0.6,1.0,3,0.1,0.5,0.5,0,5.0,2.0,50.0
target_bow_recall__full,51,0,0.029329568670938746,,180,400,7,0.1,0.8,1.0,3,0.1,0.5,1.0,0,5.0,2.0,50.0
target_bow_recall__full,52,0,0.02633822532862044,,97,600,5,0.1,0.6,0.8,1,0.0,0.5,1.0,0,5.0,2.0,50.0
target_bow_recall__full,53,0,0.03382550638515644,,249,1200,6,0.03,0.6,1.0,1,0.3,0.5,0.5,0,5.0,2.0,50.0
target_bow_recall__full,54,0,0.026604096877352268,,118,600,6,0.1,0.8,0.8,5,0.0,0.5,1.0,0,5.0,2.0,50.0
target_bow_recall__full,55,0,0.02598019840193728,,312,1000,4,0.03,1.0,0.6,10,0.0,0.5,0.5,0,5.0,2.0,50.0
target_bow_recall__full,56,0,0.02921085870057514,,628,1200,4,0.01,0.8,1.0,10,0.1,0.1,2.0,0,5.0,2.0,50.0
target_bow_recall__full,57,0,0.029495282617648683,,83,600,5,0.03,1.0,0.8,1,0.1,0.1,1.0,0,5.0,2.0,50.0
target_bow_recall__full,58,0,0.02642962645309284,,352,1000,3,0.03,0.6,0.8,5,0.0,0.5,0.5,0,5.0,2.0,50.0
target_bow_recall__full,59,0,0.033605657995285226,,25,800,6,0.1,1.0,1.0,10,0.3,0.5,2.0,0,5.0,2.0,50.0
target_bow_recall__full,60,0,0.025978451279096784,,403,800,6,0.02,0.6,0.8,3,0.0,0.5,1.0,0,5.0,2.0,50.0
target_bow_recall__full,61,0,0.026327144229488945,,430,600,4,0.02,1.0,0.6,10,0.0,0.1,2.0,0,5.0,2.0,50.0
target_bow_recall__full,62,0,0.028654382444774282,,79,800,5,0.1,0.8,0.6,1,0.1,0.1,0.5,0,5.0,2.0,50.0
target_bow_recall__full,63,0,0.02613403758632716,,193,800,4,0.05,1.0,0.6,10,0.0,0.1,0.5,0,5.0,2.0,50.0
target_bow_recall__full,64,0,0.029876416424515866,,398,400,6,0.01,0.8,1.0,1,0.1,0.5,0.5,0,5.0,2.0,50.0
target_bow_recall__full,65,0,0.026422548832814904,,184,1000,3,0.05,1.0,1.0,5,0.0,0.1,1.0,0,5.0,2.0,50.0
target_bow_recall__full,66,0,0.02893483194189903,,50,1000,7,0.1,0.8,0.8,1,0.1,0.1,1.0,0,5.0,2.0,50.0
target_bow_recall__full,67,0,0.027051611951320224,,65,400,7,0.1,0.6,0.6,10,0.0,0.0,1.0,0,5.0,2.0,50.0
target_bow_recall__full,68,0,0.03234308540158539,,147,1600,6,0.05,0.8,0.8,10,0.3,0.0,1.0,0,5.0,2.0,50.0
target_bow_recall__full,69,0,0.029481560670385556,,128,400,5,0.02,1.0,0.6,10,0.1,0.1,0.5,0,5.0,2.0,50.0
target_bow_recall__full,70,0,0.02934424239503122,,259,1000,3,0.03,0.8,0.6,1,0.1,0.1,0.5,0,5.0,2.0,50.0
target_bow_recall__full,71,0,0.032687706659557746,,33,1600,6,0.05,1.0,1.0,5,0.3,0.0,1.0,0,5.0,2.0,50.0
target_bow_recall__full,72,0,0.027655065624341637,,55,1600,5,0.1,0.6,0.8,10,0.0,0.1,1.0,0,5.0,2.0,50.0
target_bow_recall__full,73,0,0.033122487429059114,,35,800,3,0.05,1.0,0.8,10,0.3,0.1,2.0,0,5.0,2.0,50.0
target_bow_recall__full,74,0,0.025945494750767434,,249,800,5,0.03,0.8,0.6,3,0.0,0.5,1.0,0,5.0,2.0,50.0
target_bow_recall__full,75,0,0.02580369822399929,,45,400,6,0.1,0.8,0.6,1,0.0,0.1,1.0,0,5.0,2.0,50.0
target_bow_recall__full,76,0,0.03276427942793011,,131,1600,5,0.05,0.6,0.8,3,0.3,0.1,0.5,0,5.0,2.0,50.0
target_bow_recall__full,77,0,0.026271079449224223,,86,400,5,0.05,1.0,1.0,1,0.0,0.0,1.0,0,5.0,2.0,50.0
target_bow_recall__full,78,0,0.032779646227286845,,16,1000,7,0.1,1.0,1.0,10,0.3,0.1,0.5,0,5.0,2.0,50.0
target_bow_recall__full,79,0,0.03272370878180824,,210,800,3,0.01,1.0,0.6,3,0.3,0.0,1.0,0,5.0,2.0,50.0
target_bow_recall__full,80,0,0.033121523219036705,,365,400,3,0.01,0.8,0.8,3,0.3,0.1,1.0,0,5.0,2.0,50.0
target_bow_recall__full,81,0,0.03275851456612265,,96,1600,4,0.02,1.0,0.8,1,0.3,0.0,0.5,0,5.0,2.0,50.0
target_bow_recall__full,82,0,0.02614804353918356,,199,600,4,0.05,0.6,0.6,3,0.0,0.5,2.0,0,5.0,2.0,50.0
target_bow_recall__full,83,0,0.03200961295997991,,84,1000,7,0.1,0.8,1.0,10,0.3,0.0,0.5,0,5.0,2.0,50.0
target_bow_recall__full,84,0,0.02598450774201865,,396,400,5,0.01,0.8,0.8,1,0.0,0.0,2.0,0,5.0,2.0,50.0
target_bow_recall__full,85,0,0.029283807068380265,,739,1600,4,0.01,0.8,0.8,3,0.1,0.1,2.0,0,5.0,2.0,50.0
target_bow_recall__full,86,0,0.030603147192375064,,94,600,3,0.03,1.0,0.6,5,0.1,0.5,2.0,0,5.0,2.0,50.0
target_bow_recall__full,87,0,0.02585509219708114,,117,1000,6,0.05,0.6,1.0,3,0.0,0.1,2.0,0,5.0,2.0,50.0
target_bow_recall__full,88,0,0.033024705965240854,,38,1000,5,0.05,1.0,0.8,5,0.3,0.1,2.0,0,5.0,2.0,50.0
target_bow_recall__full,89,0,0.03279584923942298,,707,1000,5,0.01,0.6,1.0,1,0.3,0.0,2.0,0,5.0,2.0,50.0
target_bow_recall__full,90,0,0.02580220874498597,,73,800,4,0.1,1.0,0.8,1,0.0,0.1,1.0,0,5.0,2.0,50.0
target_bow_recall__full,91,0,0.03432790863407658,,608,1000,6,0.01,0.6,0.6,5,0.3,0.5,2.0,0,5.0,2.0,50.0
target_bow_recall__full,92,0,0.03286046934273369,,126,600,3,0.05,0.6,0.8,5,0.3,0.0,1.0,0,5.0,2.0,50.0
target_bow_recall__full,93,0,0.026132329678807208,,390,400,4,0.02,0.8,0.6,1,0.0,0.0,1.0,0,5.0,2.0,50.0
target_bow_recall__full,94,0,0.025321083260572776,,185,1000,6,0.05,0.8,1.0,1,0.0,0.5,0.5,0,5.0,2.0,50.0
target_bow_recall__full,95,0,0.02709635505604281,,52,1000,6,0.1,0.6,0.6,10,0.0,0.5,2.0,0,5.0,2.0,50.0
target_bow_recall__full,96,0,0.029781695325746503,,524,1000,4,0.03,0.8,0.6,10,0.1,0.5,2.0,0,5.0,2.0,50.0
target_bow_recall__full,97,0,0.02948963428883564,,157,1200,5,0.05,0.8,0.8,10,0.1,0.0,0.5,0,5.0,2.0,50.0
target_bow_recall__full,98,0,0.025452964396091973,,399,400,7,0.01,0.8,0.8,1,0.0,0.0,1.0,0,5.0,2.0,50.0
target_bow_recall__full,99,0,0.02650756455322239,,470,1600,3,0.03,0.6,1.0,5,0.0,0.5,0.5,0,5.0,2.0,50.0
target_bow_recall__full,100,0,0.03270441519266578,,399,400,5,0.02,0.8,0.8,3,0.3,0.1,1.0,0,5.0,2.0,50.0
target_bow_recall__full,94,1,0.025321083260572776,,185,1000,6,0.05,0.8,1.0,1,0.0,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,1,0,0.03650615899546976,,119,1200,6,0.02,1.0,0.8,3,0.1,0.0,0.5,0,5.0,2.0,50.0
target_map50_line__full,2,0,0.038470557842495735,,18,1600,6,0.1,1.0,0.8,1,0.3,0.5,1.0,0,5.0,2.0,50.0
target_map50_line__full,3,0,0.037837688794512554,,28,800,5,0.1,0.6,1.0,5,0.1,0.1,1.0,0,5.0,2.0,50.0
target_map50_line__full,4,0,0.03566959357165552,,144,1600,5,0.02,0.8,1.0,10,0.0,0.0,1.0,0,5.0,2.0,50.0
target_map50_line__full,5,0,0.03673144542575583,,58,1200,4,0.1,0.8,0.6,5,0.1,0.0,0.5,0,5.0,2.0,50.0
target_map50_line__full,6,0,0.03835996291229179,,76,600,4,0.03,1.0,0.6,3,0.3,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,7,0,0.036713934348137016,,24,1000,5,0.1,1.0,1.0,5,0.1,0.1,2.0,0,5.0,2.0,50.0
target_map50_line__full,8,0,0.038482810054619405,,204,1200,3,0.01,1.0,0.8,5,0.3,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,9,0,0.036437201893947925,,65,1600,6,0.05,0.8,0.8,3,0.1,0.5,2.0,0,5.0,2.0,50.0
target_map50_line__full,10,0,0.03658081593030679,,78,800,4,0.05,0.8,0.8,10,0.1,0.0,2.0,0,5.0,2.0,50.0
target_map50_line__full,11,0,0.03622977894361816,,220,1000,3,0.02,0.6,1.0,1,0.1,0.5,1.0,0,5.0,2.0,50.0
target_map50_line__full,12,0,0.03499234527779047,,94,1200,3,0.1,1.0,0.6,10,0.0,0.5,2.0,0,5.0,2.0,50.0
target_map50_line__full,13,0,0.037447930398420676,,576,600,4,0.01,0.6,0.8,3,0.3,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,14,0,0.03526255704036345,,173,800,6,0.02,0.6,0.6,5,0.0,0.1,1.0,0,5.0,2.0,50.0
target_map50_line__full,15,0,0.03610927767266176,,172,400,4,0.03,0.8,0.8,3,0.1,0.1,1.0,0,5.0,2.0,50.0
target_map50_line__full,16,0,0.0383773555802316,,70,1000,3,0.03,1.0,1.0,1,0.3,0.5,2.0,0,5.0,2.0,50.0
target_map50_line__full,17,0,0.038645783221779334,,62,1600,5,0.03,1.0,0.6,10,0.3,0.5,1.0,0,5.0,2.0,50.0
target_map50_line__full,18,0,0.036354761555546324,,190,1000,5,0.03,0.6,1.0,1,0.1,0.5,1.0,0,5.0,2.0,50.0
target_map50_line__full,19,0,0.037519643827651265,,18,600,7,0.1,0.6,1.0,5,0.1,0.5,2.0,0,5.0,2.0,50.0
target_map50_line__full,20,0,0.035008575376257775,,361,800,5,0.01,0.6,0.8,10,0.0,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,21,0,0.0369135768856028,,27,400,4,0.1,1.0,1.0,5,0.1,0.5,2.0,0,5.0,2.0,50.0
target_map50_line__full,22,0,0.03701764659662835,,34,600,3,0.1,0.6,0.8,5,0.0,0.1,0.5,0,5.0,2.0,50.0
target_map50_line__full,23,0,0.03790636034541293,,23,600,3,0.1,1.0,0.6,10,0.3,0.0,2.0,0,5.0,2.0,50.0
target_map50_line__full,24,0,0.03724493784595893,,197,800,4,0.05,0.8,1.0,10,0.3,0.0,2.0,0,5.0,2.0,50.0
target_map50_line__full,25,0,0.034750352589636185,,178,800,6,0.05,0.6,1.0,1,0.0,0.0,2.0,0,5.0,2.0,50.0
target_map50_line__full,26,0,0.03655563581363351,,46,800,7,0.05,1.0,0.6,3,0.1,0.1,1.0,0,5.0,2.0,50.0
target_map50_line__full,27,0,0.03895271835676884,,38,800,4,0.05,1.0,1.0,1,0.3,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,28,0,0.03612916731029269,,74,800,4,0.05,0.8,1.0,5,0.0,0.0,0.5,0,5.0,2.0,50.0
target_map50_line__full,29,0,0.037817402824857654,,340,1200,5,0.01,0.8,1.0,1,0.3,0.1,2.0,0,5.0,2.0,50.0
target_map50_line__full,30,0,0.03733385180447285,,141,800,4,0.03,0.6,1.0,10,0.3,0.0,1.0,0,5.0,2.0,50.0
target_map50_line__full,31,0,0.036126551310984904,,77,600,5,0.03,0.8,0.8,3,0.0,0.0,0.5,0,5.0,2.0,50.0
target_map50_line__full,32,0,0.0348795789338029,,151,600,4,0.03,1.0,0.6,1,0.0,0.0,0.5,0,5.0,2.0,50.0
target_map50_line__full,33,0,0.03713082106641982,,46,1600,7,0.1,0.8,0.8,3,0.1,0.1,2.0,0,5.0,2.0,50.0
target_map50_line__full,34,0,0.037229263208748545,,154,1600,3,0.03,0.6,0.8,3,0.3,0.1,0.5,0,5.0,2.0,50.0
target_map50_line__full,35,0,0.035567466804509486,,239,1600,7,0.01,1.0,0.6,10,0.0,0.1,0.5,0,5.0,2.0,50.0
target_map50_line__full,36,0,0.03515775230701924,,214,1600,4,0.02,0.8,0.8,1,0.0,0.0,0.5,0,5.0,2.0,50.0
target_map50_line__full,37,0,0.03755348743498013,,39,1000,3,0.1,0.8,0.6,10,0.3,0.5,2.0,0,5.0,2.0,50.0
target_map50_line__full,38,0,0.037477230323741416,,445,800,5,0.01,0.8,0.8,10,0.3,0.1,0.5,0,5.0,2.0,50.0
target_map50_line__full,39,0,0.0372347513354295,,443,1000,5,0.01,0.6,1.0,5,0.3,0.1,0.5,0,5.0,2.0,50.0
target_map50_line__full,40,0,0.03624714399807753,,132,400,3,0.05,0.8,1.0,1,0.1,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,41,0,0.03738175930007673,,150,400,3,0.03,0.8,0.8,5,0.3,0.0,2.0,0,5.0,2.0,50.0
target_map50_line__full,42,0,0.03620367456996675,,391,1000,6,0.01,0.8,0.6,3,0.1,0.1,2.0,0,5.0,2.0,50.0
target_map50_line__full,43,0,0.037508055091591296,,574,600,6,0.01,0.6,1.0,1,0.3,0.5,1.0,0,5.0,2.0,50.0
target_map50_line__full,44,0,0.03739024903713386,,304,1000,4,0.03,0.8,0.8,1,0.3,0.0,0.5,0,5.0,2.0,50.0
target_map50_line__full,45,0,0.0373522094077515,,245,1600,3,0.03,0.6,0.6,3,0.3,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,46,0,0.03565711006017861,,146,1000,3,0.03,0.8,0.6,1,0.0,0.1,1.0,0,5.0,2.0,50.0
target_map50_line__full,47,0,0.03561931156283735,,187,400,4,0.02,0.8,0.8,10,0.0,0.1,1.0,0,5.0,2.0,50.0
target_map50_line__full,48,0,0.03515550428890133,,358,400,5,0.01,0.8,0.6,3,0.0,0.1,0.5,0,5.0,2.0,50.0
target_map50_line__full,49,0,0.03521019945171127,,75,400,6,0.05,1.0,0.8,3,0.0,0.0,1.0,0,5.0,2.0,50.0
target_map50_line__full,50,0,0.03763657459158579,,164,1200,7,0.05,0.6,0.6,1,0.3,0.5,1.0,0,5.0,2.0,50.0
target_map50_line__full,51,0,0.03763758055180254,,771,1600,3,0.01,0.6,0.6,1,0.3,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,52,0,0.037881592406457415,,92,1000,7,0.03,1.0,0.6,10,0.3,0.0,0.5,0,5.0,2.0,50.0
target_map50_line__full,53,0,0.035942049061465364,,45,600,5,0.05,0.8,1.0,10,0.0,0.1,2.0,0,5.0,2.0,50.0
target_map50_line__full,54,0,0.03506358503164071,,108,600,3,0.05,1.0,0.6,3,0.0,0.1,2.0,0,5.0,2.0,50.0
target_map50_line__full,55,0,0.0367982718785702,,257,1600,7,0.01,1.0,1.0,3,0.1,0.1,1.0,0,5.0,2.0,50.0
target_map50_line__full,56,0,0.03519410145620513,,272,1000,3,0.02,1.0,1.0,1,0.0,0.5,2.0,0,5.0,2.0,50.0
target_map50_line__full,57,0,0.03763378379394379,,262,400,3,0.02,0.8,1.0,10,0.3,0.5,1.0,0,5.0,2.0,50.0
target_map50_line__full,58,0,0.038692673127764025,,65,800,5,0.03,1.0,0.6,1,0.3,0.5,1.0,0,5.0,2.0,50.0
target_map50_line__full,59,0,0.036307061662837,,129,1600,7,0.02,1.0,0.8,3,0.1,0.0,1.0,0,5.0,2.0,50.0
target_map50_line__full,60,0,0.034739746086389495,,386,800,4,0.01,0.6,0.8,5,0.0,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,61,0,0.03520742960917292,,418,1000,4,0.01,0.8,0.8,1,0.0,0.0,1.0,0,5.0,2.0,50.0
target_map50_line__full,62,0,0.03600593585211575,,89,600,6,0.03,0.8,0.8,5,0.0,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,63,0,0.03573063276695391,,19,400,5,0.1,0.8,1.0,3,0.0,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,64,0,0.03616958999909396,,48,1000,7,0.05,1.0,0.8,5,0.1,0.0,0.5,0,5.0,2.0,50.0
target_map50_line__full,65,0,0.034586646141999536,,135,1000,6,0.02,0.6,0.6,3,0.0,0.5,1.0,0,5.0,2.0,50.0
target_map50_line__full,66,0,0.0370392952233813,,68,800,7,0.05,0.6,0.6,1,0.3,0.0,1.0,0,5.0,2.0,50.0
target_map50_line__full,67,0,0.03651105546670399,,128,1600,7,0.02,1.0,0.8,3,0.1,0.0,1.0,0,5.0,2.0,50.0
target_map50_line__full,68,0,0.037728076325130616,,197,400,3,0.03,0.8,0.8,10,0.3,0.1,2.0,0,5.0,2.0,50.0
target_map50_line__full,69,0,0.035306900714340596,,207,600,6,0.02,0.8,1.0,5,0.0,0.5,1.0,0,5.0,2.0,50.0
target_map50_line__full,70,0,0.03665106481482284,,167,400,3,0.02,0.6,0.8,10,0.0,0.0,1.0,0,5.0,2.0,50.0
target_map50_line__full,71,0,0.03602397869941631,,269,400,6,0.02,0.6,0.8,1,0.1,0.1,1.0,0,5.0,2.0,50.0
target_map50_line__full,72,0,0.038216727982025564,,18,600,3,0.1,1.0,1.0,3,0.3,0.0,0.5,0,5.0,2.0,50.0
target_map50_line__full,73,0,0.03620614284053827,,98,1600,4,0.05,0.8,0.8,1,0.1,0.1,1.0,0,5.0,2.0,50.0
target_map50_line__full,74,0,0.0363334781751314,,161,1000,7,0.02,0.6,0.8,5,0.1,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,75,0,0.0369431645221238,,115,800,6,0.03,0.6,0.8,5,0.1,0.1,2.0,0,5.0,2.0,50.0
target_map50_line__full,76,0,0.03622507614666635,,389,600,4,0.01,0.8,0.8,5,0.1,0.0,1.0,0,5.0,2.0,50.0
target_map50_line__full,77,0,0.03843388692305519,,65,800,4,0.03,1.0,1.0,5,0.3,0.5,1.0,0,5.0,2.0,50.0
target_map50_line__full,78,0,0.03829920640683849,,212,1600,7,0.01,1.0,0.8,1,0.3,0.1,2.0,0,5.0,2.0,50.0
target_map50_line__full,79,0,0.03729680532621463,,207,800,3,0.03,0.8,1.0,10,0.3,0.1,1.0,0,5.0,2.0,50.0
target_map50_line__full,80,0,0.0372873158313827,,132,1000,7,0.05,0.6,1.0,3,0.3,0.0,1.0,0,5.0,2.0,50.0
target_map50_line__full,81,0,0.036398585647281524,,335,1600,7,0.02,0.8,1.0,10,0.1,0.5,2.0,0,5.0,2.0,50.0
target_map50_line__full,82,0,0.037627748241210277,,134,400,6,0.05,0.8,0.8,3,0.3,0.1,1.0,0,5.0,2.0,50.0
target_map50_line__full,83,0,0.03623486517583955,,398,400,5,0.01,0.8,0.6,5,0.1,0.0,0.5,0,5.0,2.0,50.0
target_map50_line__full,84,0,0.0371147868464777,,27,600,4,0.1,1.0,0.6,5,0.1,0.0,2.0,0,5.0,2.0,50.0
