feature,gain,gain_norm,weight,weight_norm,cover,cover_norm,corr_with_target
htr_line_score_hist_bin_4,1.7746796607971191,0.12371586440050718,57.0,0.020802919708029197,548.1929931640625,0.026254470879390673,0.6450095914427637
htr_line_score_mean,1.694582462310791,0.11813215576525736,32.0,0.01167883211678832,461.9375,0.02212345796659772,-0.6476173381011093
htr_token_score_mean,1.2383265495300293,0.08632579888608916,197.0,0.0718978102189781,485.5939025878906,0.023256428180737324,-0.7879145152321643
htr_token_score_std,1.1436612606048584,0.07972652448924344,36.0,0.013138686131386862,499.1111145019531,0.023903804653975274,0.5677725944020509
htr_token_score_hist_bin_9,0.7765544652938843,0.05413490054016542,162.0,0.059124087591240874,444.0246887207031,0.021265564144595565,-0.764800327174137
htr_token_score_cv,0.6391674280166626,0.04455742216497415,87.0,0.031751824817518245,399.9310302734375,0.019153797511118963,0.6618848245281774
htr_token_score_hist_bin_2,0.4423620104789734,0.030837789891484422,41.0,0.014963503649635036,526.5853881835938,0.025219623220250103,0.5910847736779536
line_word_count_std,0.3574301302433014,0.02491704756788278,15.0,0.005474452554744526,88.53333282470703,0.004240104921965011,0.24854503772059358
char_punct_ratio,0.28315168619155884,0.01973897396103336,122.0,0.04452554744525548,204.0,0.009770121337163437,0.7182726233849425
line_char_count_std,0.2692680060863495,0.01877111957963779,39.0,0.014233576642335766,457.74359130859375,0.021922600139185844,0.5431814970845125
htr_token_score_hist_bin_5,0.24540548026561737,0.01710762330258839,43.0,0.015693430656934307,330.6976623535156,0.015838021015245847,0.5304396397063482
page_line_spacing_cv,0.23969759047031403,0.01670971683218257,14.0,0.0051094890510948905,110.92857360839844,0.005312674627022149,-0.02304970969860745
htr_token_score_hist_bin_4,0.2351115643978119,0.016390017343730648,56.0,0.020437956204379562,508.2321472167969,0.024340636008604002,0.6214612350923848
page_line_spacing_min,0.22438021004199982,0.015641916821904012,11.0,0.0040145985401459855,661.272705078125,0.03167016943905673,0.15483597157245568
line_word_count_mean,0.18873454630374908,0.013156998445408546,17.0,0.0062043795620437955,150.05882263183594,0.0071867299256123725,0.10823608374276521
htr_line_score_min,0.18588809669017792,0.01295856771889801,14.0,0.0051094890510948905,20.785715103149414,0.000995485091360198,-0.28042577609362357
htr_token_score_max,0.1815977394580841,0.012659479796000959,27.0,0.009854014598540146,258.5555419921875,0.0123829363610771,-0.017311256412175905
page_line_spacing_max,0.18056415021419525,0.01258742657447176,23.0,0.008394160583941606,137.17391967773438,0.0065696364683616474,0.055414995716323585
line_char_count_max,0.17500342428684235,0.01219977914153292,54.0,0.01970802919708029,328.3888854980469,0.015727447338685238,0.37310963528054775
line_width_min,0.1637437641620636,0.011414849547778945,14.0,0.0051094890510948905,76.0,0.003639849125609908,0.0699920257858922
