feature,gain,gain_norm,weight,weight_norm,cover,cover_norm,corr_with_target
total_chars,0.8444303274154663,0.08271844373426632,30.0,0.010214504596527068,291.20001220703125,0.010367604651044873,0.2583364433115711
htr_token_score_entropy,0.6602402329444885,0.06467560766922459,38.0,0.012938372488934287,272.34210205078125,0.00969620578823877,0.5783662299402355
line_conf_max,0.5728532075881958,0.056115376581642014,34.0,0.011576438542730678,367.70587158203125,0.013091445551588912,0.5670629001625175
line_conf_mean,0.4763041138648987,0.04665765044668809,29.0,0.009874021109976166,364.5862121582031,0.01298037620338723,0.6169614439791955
htr_token_score_max,0.36533281207084656,0.03578715813305371,46.0,0.015662240381341504,233.02174377441406,0.008296281639001486,0.20253743864464446
line_spacing_cv,0.2898249924182892,0.02839058658813551,41.0,0.013959822948586994,203.5853729248047,0.007248257454464989,-0.503299599761472
line_conf_hist_bin_8,0.2770954370498657,0.027143628757134854,19.0,0.006469186244467144,202.05262756347656,0.007193687065485489,0.3494791905927183
line_spacing_max,0.26670709252357483,0.02612601053063151,36.0,0.012257405515832482,239.8333282470703,0.008538794729315123,-0.28313497576081703
total_words,0.2555529475212097,0.025033376258949278,29.0,0.009874021109976166,309.89654541015625,0.011033258004305458,0.26382113486422826
htr_token_score_hist_bin_7,0.2257654070854187,0.022115457624902083,59.0,0.020088525706503234,365.0847473144531,0.012998125568730569,-0.45392817093977483
htr_token_score_hist_bin_8,0.15909062325954437,0.01558414985996742,71.0,0.02417432754511406,310.0281677246094,0.01103794415836556,-0.47645691713005744
line_conf_hist_bin_4,0.15382355451583862,0.01506819997591455,15.0,0.005107252298263534,468.8666687011719,0.016693077099496124,-0.35949693087711726
line_conf_std,0.14835111796855927,0.014532132736346126,21.0,0.007150153217568948,256.4285583496094,0.009129635311677192,-0.26746914249101744
line_conf_cv,0.14613832533359528,0.014315372682700146,22.0,0.00749063670411985,300.81817626953125,0.010710040496816724,-0.3680862132469349
htr_line_score_max,0.14275075495243073,0.013983534115475926,40.0,0.013619339462036091,293.0249938964844,0.010432579540668828,0.47813756779628985
htr_token_score_hist_bin_9,0.14023619890213013,0.013737214014917636,35.0,0.01191692202928158,279.3143005371094,0.00994443722513676,0.6396635347861123
line_conf_entropy,0.13742128014564514,0.013461471077679105,23.0,0.007831120190670752,373.3043518066406,0.013290768447132532,0.5608686794999375
htr_token_score_hist_bin_6,0.1367693543434143,0.01339760993243128,58.0,0.01974804221995233,282.362060546875,0.010052946735878298,-0.44847048698856534
htr_token_score_hist_bin_5,0.1319933533668518,0.012929763912187373,48.0,0.01634320735444331,262.6875,0.009352472639441705,-0.48850745387351896
num_lines,0.12635380029678345,0.012377326324185705,17.0,0.005788219271365339,217.64706420898438,0.0077488963619104,0.29510979101450097
line_spacing_mean,0.12489137798547745,0.012234070813640804,22.0,0.00749063670411985,67.31818389892578,0.0023967317556092636,0.044430650863802705
region_conf_hist_bin_2,0.11997722834348679,0.011752692069337637,7.0,0.002383384405856316,204.2857208251953,0.007273191966295563,-0.163472197976438
region_conf_max,0.10571866482496262,0.010355956132876881,63.0,0.021450459652706845,242.2063446044922,0.008623281317202768,0.5534091553804796
