feature,gain,gain_norm,weight,weight_norm,cover,cover_norm,corr_with_target
htr_line_score_hist_bin_4,9.186708450317383,0.20362420270611423,166.0,0.021165370393981895,811.5361328125,0.029479441600575307,0.6109881561202243
line_char_count_min,5.2583537101745605,0.11655187356512234,104.0,0.013260232054060945,680.673095703125,0.024725778634553004,0.26476079630597255
region_to_line_ratio,4.055016040802002,0.08987978803662647,6.0,0.0007650133877342854,493.1666564941406,0.01791451675612449,-0.050510174096434594
region_area_mean,3.29526424407959,0.07303982248217436,58.0,0.007395129414764758,507.8448181152344,0.01844770805940416,-0.06366299441720766
htr_token_score_cv,2.7302563190460205,0.060516372012422937,104.0,0.013260232054060945,509.64422607421875,0.01851307242175073,0.44767917007144686
htr_token_score_hist_bin_5,1.7334887981414795,0.038422932036048685,53.0,0.00675761825831952,292.41510009765625,0.01062211960492816,0.4094874232158851
htr_token_score_hist_bin_1,1.5544100999832153,0.034453636903702824,45.0,0.00573760040800714,447.4444580078125,0.016253635834585736,0.33083813806045786
region_area_max,1.2732566595077515,0.02822184610893569,55.0,0.0070126227208976155,212.94544982910156,0.0077353462138396445,-0.0862676437649275
htr_line_score_mean,0.9985054731369019,0.02213196184082327,58.0,0.007395129414764758,128.5689697265625,0.0046703298614259245,-0.5058073071832548
htr_token_score_hist_bin_9,0.8854051232337952,0.019625082614237278,193.0,0.02460793063878618,652.8031005859375,0.023713387614305886,-0.5617186578292963
frac_multi_line_regions,0.8640739321708679,0.019152274883758983,116.0,0.014790258829529517,115.4137954711914,0.00419246180906626,-0.07571221778395297
htr_token_score_mean,0.7908663749694824,0.017529622924375272,237.0,0.030218028815504273,575.2742919921875,0.020897116233534616,-0.5692119884440904
htr_line_score_max,0.5984839797019958,0.013265450172742875,66.0,0.008415147265077139,97.59091186523438,0.003545036962319413,-0.5482635343782236
region_overlap_count,0.5591302514076233,0.012393171315653663,14.0,0.0017850312380466658,56.0,0.0020342270206884735,0.011710453743831718
frac_single_line_regions,0.47546979784965515,0.010538829986993709,46.0,0.005865102639296188,171.7391357421875,0.006238506972079346,0.07570652398879774
line_char_count_mean,0.4356878399848938,0.009657059383723894,93.0,0.011857707509881422,297.50537109375,0.010807026154979603,0.09375342205235948
char_digit_ratio,0.4192352294921875,0.009292385821682658,648.0,0.08262144587530282,56.561729431152344,0.002054632113316439,0.22204387467087422
htr_token_score_entropy,0.401797354221344,0.008905873778972572,91.0,0.011602703047303329,44.89011001586914,0.0016306549063564157,-0.203981931615206
htr_token_score_hist_bin_3,0.38432660698890686,0.008518633126335756,83.0,0.010582685196990948,439.45782470703125,0.0159635175262861,0.4800209547806383
char_upper_ratio,0.3837861716747284,0.008506654329951941,265.0,0.0337880912915976,25.52452850341797,0.0009271908137854635,0.09776325787778382
line_conf_hist_bin_8,0.3486490845680237,0.0077278376965285904,41.0,0.0052275914828509495,64.8536605834961,0.002355840513384049,-0.05743815197745979
htr_token_score_max,0.3413250744342804,0.00756550036622576,70.0,0.00892515619023333,269.8857116699219,0.009803728699583814,-0.08870748298887661
line_height_min,0.32472550868988037,0.007197569528075083,55.0,0.0070126227208976155,130.56362915039062,0.004742786827444176,0.1461687445087601
frac_no_alpha_lines,0.2706902027130127,0.005999872207318106,88.0,0.011220196353436185,123.07954406738281,0.004470923825640854,0.12950121669575088
char_punct_ratio,0.2706069052219391,0.00599802591108491,384.0,0.048960856814994264,277.828125,0.010092240696110978,0.255183402398689
htr_line_score_min,0.2624836564064026,0.00581797338493885,62.0,0.007905138339920948,38.209678649902344,0.0013879850135974075,-0.13158228885753193
htr_token_score_min,0.244524747133255,0.005419912577633076,72.0,0.009180160652811424,70.38888549804688,0.0025569102292191783,-0.07569611420001619
htr_token_score_hist_bin_8,0.24398159980773926,0.005407873669278878,41.0,0.0052275914828509495,66.51219177246094,0.002416087459084886,0.25639771664554906
htr_line_score_hist_bin_3,0.23851719498634338,0.005286754654667966,67.0,0.008542649496366187,58.44776153564453,0.002123143139545795,0.1211939041303857
line_char_count_max,0.23146237432956696,0.0051303839328539855,60.0,0.007650133877342854,336.0333251953125,0.012206572677930384,0.13022704016207706
line_word_count_mean,0.20338036119937897,0.0045079436360989916,76.0,0.009690169577967615,308.4342041015625,0.01120402128728468,0.024525361708808275
line_width_mean,0.2002606987953186,0.004438796043881989,35.0,0.004462578095116665,376.25714111328125,0.013667722199636297,-0.1977620473956286
region_conf_hist_bin_2,0.19044271111488342,0.0042211794813864206,2.0,0.0002550044625780951,118.5,0.004304569677706859,0.042473632824220404
htr_token_score_std,0.18304307758808136,0.004057165951909446,53.0,0.00675761825831952,503.7735900878906,0.018299818736893323,0.3392557554802357
region_area_min,0.1674996018409729,0.003712643441654161,38.0,0.0048450847889838075,218.65789794921875,0.007942853648129349,-0.010400693137989518
htr_token_score_hist_bin_6,0.15930011868476868,0.0035309011746263424,49.0,0.006247609333163331,88.7959213256836,0.0032255546872791683,0.20656558213096599
line_width_max,0.15447358787059784,0.003423920693620866,38.0,0.0048450847889838075,166.73684692382812,0.006056796417086589,-0.12393482650426434
htr_token_score_hist_bin_7,0.1494974046945572,0.0033136231548211176,50.0,0.006375111564452378,66.12000274658203,0.002401841003483808,0.2784818900003144
layout_fragmentation_score,0.14895941317081451,0.0033016985252677586,11.0,0.001402524544179523,51.3636360168457,0.0018658088618977715,-0.07916794669082516
region_height_to_lines_height_ratio_min,0.1405276209115982,0.00311480710649119,90.0,0.01147520081601428,456.6333312988281,0.01658742609062621,0.18052629440030546
htr_token_score_hist_bin_0,0.1288406252861023,0.002855763818120671,27.0,0.003442560244804284,115.03704071044922,0.004178776010593495,0.39198818269914104
region_conf_hist_bin_6,0.11803348362445831,0.002616222570427297,37.0,0.00471758255769476,270.4053955078125,0.00982260646574903,0.048220395116860625
page_line_spacing_max,0.11396943777799606,0.002526142635952139,46.0,0.005865102639296188,229.5,0.008336698236571512,0.07359045710233972
region_height_to_lines_height_ratio_mean,0.10932721197605133,0.0024232472917910764,36.0,0.004590080326405712,360.8888854980469,0.013109462899040634,0.15803881922588686
line_conf_mean,0.09982900321483612,0.002212718657231888,120.0,0.015300267754685707,433.3166809082031,0.015740437514616287,-0.2732343259996204
line_conf_hist_bin_4,0.09888426959514618,0.0021917785532632704,52.0,0.006630116027030473,172.5576934814453,0.006268241476922059,0.10645734572777682
region_conf_mean,0.08917269855737686,0.001976520725034135,71.0,0.009052658421522376,216.8309783935547,0.007876489913758706,-0.1757156049960992
htr_line_score_cv,0.08231641352176666,0.0018245505627663037,78.0,0.00994517404054571,43.80769348144531,0.001591335603464185,0.12046438625358347
char_unknown_ratio,0.07767322659492493,0.0017216339151871658,253.0,0.03225806451612903,44.600791931152344,0.0016201452873295455,-0.01989230845052634
