target,trial,is_best_for_target,val_mae,val_wmae,best_iteration,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,gamma,reg_alpha,reg_lambda,use_sample_weights,weight_alpha,weight_p,weight_clip_max
target_map50_line__full,49,0,0.12444035427837837,,39,600,7,0.1,0.8,0.8,5,0.0,0.1,1.0,0,5.0,2.0,50.0
target_map50_line__full,50,0,0.13058047976795417,,150,600,6,0.02,1.0,0.6,3,0.3,0.1,2.0,0,5.0,2.0,50.0
target_map50_line__full,51,0,0.12770035759387838,,274,600,7,0.1,0.6,1.0,1,0.3,0.0,0.5,0,5.0,2.0,50.0
target_map50_line__full,52,0,0.130636708629253,,32,600,6,0.1,0.6,0.6,3,0.0,0.0,2.0,0,5.0,2.0,50.0
target_map50_line__full,53,0,0.1299165165490081,,75,600,6,0.05,1.0,0.8,1,0.0,0.0,2.0,0,5.0,2.0,50.0
target_map50_line__full,54,0,0.12421701942114437,,635,1000,3,0.01,0.8,0.8,5,0.1,0.1,1.0,0,5.0,2.0,50.0
target_map50_line__full,55,0,0.12761623282964768,,103,1000,3,0.05,0.8,1.0,3,0.3,0.1,0.5,0,5.0,2.0,50.0
target_map50_line__full,56,0,0.12332537957545243,,192,800,7,0.03,0.8,0.6,10,0.1,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,57,0,0.1258619919661616,,50,1000,3,0.1,0.8,0.8,10,0.0,0.0,1.0,0,5.0,2.0,50.0
target_map50_line__full,58,0,0.13028851897422364,,31,400,5,0.1,1.0,0.6,1,0.3,0.1,2.0,0,5.0,2.0,50.0
target_map50_line__full,59,0,0.12237453163965166,,535,1200,6,0.02,0.6,1.0,3,0.1,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,60,0,0.12452311704185018,,540,1000,5,0.01,0.8,1.0,10,0.1,0.5,1.0,0,5.0,2.0,50.0
target_map50_line__full,61,0,0.12759032863234718,,135,1600,7,0.05,0.6,0.8,5,0.3,0.5,1.0,0,5.0,2.0,50.0
target_map50_line__full,62,0,0.12744916956441668,,262,1200,3,0.03,1.0,1.0,5,0.0,0.0,1.0,0,5.0,2.0,50.0
target_map50_line__full,63,0,0.12226412915075861,,269,800,7,0.02,0.6,0.6,10,0.0,0.1,1.0,0,5.0,2.0,50.0
target_map50_line__full,64,0,0.12251630394507435,,438,1000,3,0.02,0.8,0.6,10,0.0,0.1,2.0,0,5.0,2.0,50.0
target_map50_line__full,65,0,0.12932552315342496,,95,800,7,0.03,1.0,1.0,10,0.3,0.1,1.0,0,5.0,2.0,50.0
target_map50_line__full,66,0,0.12554787353810623,,195,1200,7,0.03,0.8,1.0,1,0.0,0.5,1.0,0,5.0,2.0,50.0
target_map50_line__full,67,0,0.13019199347467791,,145,1000,7,0.02,1.0,0.8,3,0.3,0.0,1.0,0,5.0,2.0,50.0
target_map50_line__full,68,0,0.12849820403521886,,108,400,5,0.05,0.8,0.6,1,0.0,0.0,0.5,0,5.0,2.0,50.0
target_map50_line__full,69,0,0.12416471649272852,,512,1000,4,0.01,0.6,0.6,5,0.1,0.0,1.0,0,5.0,2.0,50.0
target_map50_line__full,70,0,0.12230209689595435,,306,1600,5,0.03,0.8,1.0,10,0.0,0.0,2.0,0,5.0,2.0,50.0
target_map50_line__full,71,0,0.12227869979050154,,68,1200,4,0.1,0.8,1.0,10,0.1,0.0,2.0,0,5.0,2.0,50.0
target_map50_line__full,72,0,0.12120421578667318,,349,400,7,0.02,0.8,0.8,10,0.1,0.0,1.0,0,5.0,2.0,50.0
target_map50_line__full,73,0,0.12754790443697414,,177,1200,5,0.02,1.0,1.0,1,0.1,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,74,0,0.12712664441148275,,614,1600,4,0.01,0.6,1.0,3,0.3,0.1,2.0,0,5.0,2.0,50.0
target_map50_line__full,75,0,0.12762002680485515,,112,1000,5,0.05,0.6,0.6,1,0.1,0.1,0.5,0,5.0,2.0,50.0
target_map50_line__full,76,0,0.12525649518536475,,181,600,3,0.05,1.0,0.6,10,0.0,0.0,0.5,0,5.0,2.0,50.0
target_map50_line__full,77,0,0.12650586565476357,,150,1000,5,0.03,1.0,0.8,1,0.0,0.1,0.5,0,5.0,2.0,50.0
target_map50_line__full,78,0,0.12513844390400097,,146,1000,4,0.05,0.6,0.6,1,0.0,0.0,1.0,0,5.0,2.0,50.0
target_map50_line__full,79,0,0.12362860959974616,,348,1000,4,0.02,0.8,0.8,10,0.0,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,80,0,0.12676478179491668,,81,1600,3,0.1,1.0,0.8,3,0.0,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,81,0,0.12494295273202687,,308,1600,5,0.03,1.0,0.6,10,0.0,0.0,1.0,0,5.0,2.0,50.0
target_map50_line__full,82,0,0.13044399137838758,,148,1000,6,0.02,1.0,0.8,1,0.3,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,83,0,0.12680946411458985,,48,800,4,0.1,0.8,1.0,10,0.3,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,84,0,0.12568662134502345,,189,1200,7,0.03,0.8,1.0,5,0.1,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,85,0,0.12421081145143405,,176,800,5,0.03,0.8,1.0,5,0.0,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,86,0,0.12405519141549474,,112,1000,5,0.1,0.6,0.8,3,0.1,0.0,2.0,0,5.0,2.0,50.0
target_map50_line__full,87,0,0.12615300612305066,,151,1200,6,0.03,1.0,0.6,5,0.0,0.0,1.0,0,5.0,2.0,50.0
target_map50_line__full,88,0,0.12380750378353549,,243,400,6,0.02,1.0,1.0,10,0.0,0.5,1.0,0,5.0,2.0,50.0
target_map50_line__full,89,0,0.1262215377869947,,75,600,6,0.05,0.8,0.6,1,0.0,0.0,1.0,0,5.0,2.0,50.0
target_map50_line__full,90,0,0.12625580909842102,,90,1000,4,0.1,0.8,1.0,1,0.1,0.0,2.0,0,5.0,2.0,50.0
target_map50_line__full,91,0,0.12883718037325056,,321,800,6,0.02,0.6,0.8,3,0.3,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,92,0,0.12557004543962186,,349,600,3,0.02,0.8,0.6,3,0.1,0.0,1.0,0,5.0,2.0,50.0
target_map50_line__full,93,0,0.1231765805709794,,44,1000,7,0.1,0.6,0.6,10,0.1,0.0,2.0,0,5.0,2.0,50.0
target_map50_line__full,94,0,0.12760969645834178,,284,1200,3,0.03,0.6,0.6,10,0.3,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,95,0,0.12622545424908013,,366,400,3,0.02,0.6,0.8,5,0.1,0.5,2.0,0,5.0,2.0,50.0
target_map50_line__full,96,0,0.12628923338281056,,49,1600,4,0.1,1.0,0.8,1,0.0,0.5,2.0,0,5.0,2.0,50.0
target_map50_line__full,97,0,0.12802670941545027,,154,1600,3,0.1,0.6,0.8,1,0.3,0.1,1.0,0,5.0,2.0,50.0
target_map50_line__full,98,0,0.12924989875906126,,58,600,4,0.05,1.0,0.8,10,0.3,0.0,2.0,0,5.0,2.0,50.0
target_map50_line__full,99,0,0.12520231963966225,,92,400,5,0.05,0.8,1.0,5,0.0,0.0,2.0,0,5.0,2.0,50.0
target_map50_line__full,100,0,0.12264729346800578,,47,1600,6,0.1,0.8,1.0,10,0.1,0.5,0.5,0,5.0,2.0,50.0
target_map50_line__full,72,1,0.12120421578667318,,349,400,7,0.02,0.8,0.8,10,0.1,0.0,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,1,0,0.050709916051012854,,392,400,4,0.02,1.0,0.6,5,0.0,0.1,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,2,0,0.0521972783202704,,239,1600,4,0.02,1.0,1.0,1,0.0,0.5,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,3,0,0.0514054817264238,,365,1200,4,0.02,0.6,1.0,3,0.1,0.5,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,4,0,0.06645707409477655,,260,600,3,0.01,1.0,0.6,10,0.3,0.1,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,5,0,0.05288325516716684,,41,1600,5,0.1,0.8,1.0,3,0.1,0.5,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,6,0,0.053015596642864524,,196,800,5,0.02,0.6,1.0,5,0.1,0.0,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,7,0,0.06002219472135886,,156,400,6,0.02,0.8,1.0,10,0.1,0.5,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,8,0,0.05874086198078861,,109,1000,5,0.03,0.8,1.0,3,0.3,0.5,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,9,0,0.05779207752255997,,255,800,5,0.02,0.6,0.8,3,0.3,0.5,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,10,0,0.06313372157532095,,65,600,4,0.05,0.8,0.6,10,0.3,0.1,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,11,0,0.06408429577301672,,260,600,6,0.01,1.0,1.0,10,0.3,0.5,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,12,0,0.056557669671848984,,120,1200,3,0.05,0.8,0.8,3,0.1,0.5,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,13,0,0.05614932036766728,,376,400,4,0.01,0.8,1.0,1,0.3,0.5,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,14,0,0.06759272925655764,,101,1000,3,0.03,1.0,0.8,10,0.1,0.0,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,15,0,0.061488679757285586,,349,800,6,0.01,1.0,0.8,3,0.3,0.5,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,16,0,0.04899663142433341,,521,800,7,0.01,1.0,0.6,1,0.0,0.5,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,17,0,0.053121717365524145,,415,800,4,0.01,1.0,0.8,5,0.1,0.5,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,18,0,0.051243882007121426,,491,800,7,0.01,0.8,0.8,3,0.1,0.0,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,19,0,0.05033891211954034,,100,1600,6,0.03,0.6,0.6,5,0.0,0.0,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,20,0,0.05838006212811127,,89,1000,7,0.05,0.6,0.8,5,0.1,0.0,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,21,0,0.05620208251359028,,115,800,7,0.05,0.8,1.0,1,0.3,0.1,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,22,0,0.05545281220166206,,240,1000,3,0.02,0.8,1.0,1,0.3,0.0,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,23,0,0.05552870039518656,,98,1000,7,0.03,0.6,1.0,10,0.0,0.5,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,24,0,0.057252222589642555,,52,600,6,0.05,1.0,1.0,5,0.3,0.1,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,25,0,0.05859545479032247,,111,1200,4,0.03,1.0,0.8,1,0.3,0.0,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,26,0,0.0620362204610751,,25,800,6,0.1,0.6,1.0,5,0.3,0.1,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,27,0,0.058478669894954594,,150,1200,5,0.02,0.8,0.8,10,0.1,0.5,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,28,0,0.05198295285590275,,360,1600,4,0.01,0.6,0.8,3,0.1,0.1,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,29,0,0.05284996795138379,,341,1000,6,0.01,0.6,1.0,1,0.1,0.1,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,30,0,0.05188425959103137,,56,1600,7,0.1,0.6,0.8,1,0.1,0.1,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,31,0,0.05363520180516715,,84,1000,4,0.1,0.8,0.6,5,0.1,0.5,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,32,0,0.05801339972763103,,289,1000,3,0.02,0.6,0.6,5,0.0,0.1,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,33,0,0.051525815836560594,,99,1200,4,0.05,0.8,1.0,3,0.0,0.5,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,34,0,0.05519555730637641,,250,800,3,0.02,0.6,0.6,3,0.3,0.5,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,35,0,0.055552612838017906,,162,600,4,0.05,0.8,0.8,1,0.1,0.1,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,36,0,0.0534108501123331,,197,1000,4,0.03,1.0,0.8,5,0.1,0.0,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,37,0,0.05911014353753702,,129,800,4,0.02,1.0,1.0,1,0.3,0.5,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,38,0,0.0591704119954757,,81,1200,4,0.05,1.0,0.6,10,0.1,0.1,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,39,0,0.061914887745709836,,153,1200,4,0.02,0.8,1.0,10,0.0,0.1,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,40,0,0.05711656054209209,,198,800,3,0.02,0.6,1.0,5,0.1,0.0,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,41,0,0.05471780728825367,,96,400,5,0.05,0.6,1.0,5,0.1,0.5,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,42,0,0.06072202828178117,,33,1200,7,0.1,1.0,0.8,10,0.3,0.1,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,43,0,0.050151747922961606,,109,600,6,0.05,1.0,0.6,5,0.0,0.1,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,44,0,0.050400244747074725,,201,600,7,0.02,0.8,0.6,1,0.1,0.5,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,45,0,0.058001175725171446,,141,400,7,0.02,1.0,0.6,10,0.1,0.5,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,46,0,0.05968824640428945,,52,1200,3,0.1,1.0,1.0,3,0.0,0.1,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,47,0,0.05767781885551214,,136,1200,4,0.03,0.6,0.8,3,0.3,0.1,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,48,0,0.05567684005035591,,410,1200,4,0.01,0.8,0.8,1,0.3,0.1,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,49,0,0.048093688616427745,,562,1200,6,0.01,0.6,0.6,3,0.0,0.5,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,50,0,0.054780206997064144,,161,1600,5,0.03,1.0,0.6,3,0.0,0.1,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,51,0,0.04754157478770426,,259,600,7,0.02,1.0,0.6,5,0.0,0.0,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,52,0,0.05452851386609621,,307,1600,3,0.02,0.8,0.6,5,0.0,0.1,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,53,0,0.051459504912824174,,162,1600,5,0.03,1.0,0.6,1,0.0,0.1,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,54,0,0.06096430070175326,,269,1600,3,0.01,0.6,1.0,5,0.3,0.1,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,55,0,0.055065057035241435,,177,1000,3,0.05,0.8,0.6,5,0.0,0.0,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,56,0,0.04863793502394639,,143,1600,3,0.1,0.6,0.8,1,0.0,0.0,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,57,0,0.06269921924759563,,180,1600,3,0.02,1.0,0.8,10,0.1,0.5,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,58,0,0.05248917174049605,,147,400,5,0.03,1.0,1.0,5,0.1,0.0,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,59,0,0.0494011904941564,,297,1200,5,0.02,0.6,0.6,3,0.0,0.5,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,60,0,0.05646583330953242,,529,800,3,0.01,0.8,1.0,3,0.1,0.5,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,61,0,0.050526319004480985,,173,1600,5,0.05,1.0,0.8,1,0.1,0.5,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,62,0,0.052763314016139595,,117,1000,6,0.03,1.0,0.6,5,0.1,0.5,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,63,0,0.050200888864606594,,116,1000,3,0.1,0.6,0.8,1,0.0,0.5,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,64,0,0.05826447536372254,,28,400,6,0.1,1.0,1.0,10,0.0,0.5,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,65,0,0.06249313845356471,,110,800,4,0.03,1.0,0.8,3,0.3,0.1,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,66,0,0.05384135481336835,,191,1600,5,0.02,0.8,0.6,3,0.1,0.0,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,67,0,0.051747040405078985,,335,1200,3,0.03,0.6,0.6,1,0.1,0.0,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,68,0,0.0469788209834142,,202,600,7,0.02,0.8,0.6,1,0.0,0.0,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,69,0,0.05674853404253359,,299,600,4,0.01,1.0,0.6,5,0.3,0.0,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,70,0,0.04704792485772188,,220,400,6,0.02,0.6,0.6,1,0.0,0.0,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,71,0,0.04874683199113745,,199,800,7,0.03,0.6,0.6,1,0.0,0.5,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,72,0,0.06134659094731187,,81,1000,6,0.05,0.6,0.8,10,0.1,0.5,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,73,0,0.05587679448954851,,50,400,4,0.1,1.0,0.6,3,0.1,0.0,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,74,0,0.05240654295408042,,118,1200,3,0.05,1.0,0.6,1,0.1,0.0,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,75,0,0.048520769666348704,,63,800,4,0.05,1.0,0.6,1,0.1,0.5,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,76,0,0.048065324849395075,,84,600,5,0.05,0.6,0.8,1,0.0,0.1,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,77,0,0.06271396692748202,,254,1600,4,0.01,1.0,1.0,10,0.1,0.5,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,78,0,0.062070439381089346,,60,400,3,0.05,0.6,1.0,10,0.1,0.0,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,79,0,0.0522995579045591,,113,800,5,0.03,1.0,0.8,1,0.1,0.5,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,80,0,0.05125836540922871,,198,400,7,0.02,0.8,1.0,3,0.0,0.0,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,81,0,0.05530121710708599,,151,400,3,0.05,0.8,1.0,1,0.1,0.0,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,82,0,0.06019163328428552,,92,600,7,0.03,0.8,1.0,10,0.1,0.1,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,83,0,0.054161915242245014,,217,1600,3,0.03,0.8,1.0,3,0.1,0.5,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,84,0,0.05539294307101719,,119,1600,4,0.03,0.8,0.8,3,0.3,0.0,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,85,0,0.05592862779414689,,395,400,3,0.01,0.8,0.6,3,0.1,0.0,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,86,0,0.05308283879632008,,100,1600,4,0.05,0.8,1.0,3,0.1,0.0,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,87,0,0.05678209803925075,,165,1600,3,0.03,0.8,1.0,3,0.1,0.0,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,88,0,0.05769347432093195,,331,1000,3,0.01,0.6,0.6,3,0.3,0.0,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,89,0,0.05606897990527692,,185,1600,7,0.02,1.0,0.8,3,0.1,0.0,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,90,0,0.05794171193025405,,44,400,4,0.1,1.0,1.0,5,0.3,0.5,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,91,0,0.056149224822760774,,152,1200,7,0.02,1.0,0.6,5,0.3,0.0,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,92,0,0.06185155682379324,,84,600,4,0.03,0.8,0.8,10,0.3,0.0,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,93,0,0.05876042462220223,,76,1000,5,0.05,0.8,0.8,3,0.3,0.5,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,94,0,0.048650023050143494,,353,400,7,0.01,0.8,0.6,5,0.0,0.5,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,95,0,0.05423188646428238,,103,800,7,0.05,0.6,0.6,5,0.1,0.5,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,96,0,0.06092338932271017,,396,400,3,0.01,0.6,1.0,10,0.1,0.1,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,97,0,0.05347488269001794,,236,1600,5,0.03,0.8,0.6,1,0.1,0.0,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,98,0,0.051932542004551184,,247,1200,4,0.02,0.8,1.0,1,0.1,0.5,2.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,99,0,0.0578145663972132,,405,1000,4,0.01,0.8,1.0,3,0.3,0.1,0.5,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,100,0,0.06222490978407977,,140,1000,3,0.02,0.6,1.0,10,0.0,0.0,1.0,0,5.0,2.0,50.0
target_perm_cer_htr_only__full,68,1,0.0469788209834142,,202,600,7,0.02,0.8,0.6,1,0.0,0.0,2.0,0,5.0,2.0,50.0
